index,className_funcName,doc
234,SysDictDataServiceImpl_selectDictLabel,"/**
     * 根据字典类型和字典键值查询字典数据信息
     * 
     * @param dictType 字典类型
     * @param dictValue 字典键值
     * @return 字典标签
     */"
235,SysDictDataServiceImpl_selectDictDataById,"/**
     * 根据字典数据ID查询信息
     * 
     * @param dictCode 字典数据ID
     * @return 字典数据
     */"
236,SysDictDataServiceImpl_deleteDictDataByIds,"/**
     * 批量删除字典数据信息
     * 
     * @param dictCodes 需要删除的字典数据ID
     */"
237,SysDictDataServiceImpl_insertDictData,"/**
     * 新增保存字典数据信息
     * 
     * @param data 字典数据信息
     * @return 结果
     */"
238,SysDictDataServiceImpl_updateDictData,"/**
     * 修改保存字典数据信息
     * 
     * @param data 字典数据信息
     * @return 结果
     */"
239,SysNoticeServiceImpl_selectNoticeById,"/**
     * 查询公告信息
     * 
     * @param noticeId 公告ID
     * @return 公告信息
     */"
240,SysNoticeServiceImpl_selectNoticeList,"/**
     * 查询公告列表
     * 
     * @param notice 公告信息
     * @return 公告集合
     */"
241,SysNoticeServiceImpl_insertNotice,"/**
     * 新增公告
     * 
     * @param notice 公告信息
     * @return 结果
     */"
242,SysNoticeServiceImpl_updateNotice,"/**
     * 修改公告
     * 
     * @param notice 公告信息
     * @return 结果
     */"
243,SysNoticeServiceImpl_deleteNoticeById,"/**
     * 删除公告对象
     * 
     * @param noticeId 公告ID
     * @return 结果
     */"
244,SysNoticeServiceImpl_deleteNoticeByIds,"/**
     * 批量删除公告信息
     * 
     * @param noticeIds 需要删除的公告ID
     * @return 结果
     */"
245,SysPostServiceImpl_selectPostList,"/**
     * 查询岗位信息集合
     * 
     * @param post 岗位信息
     * @return 岗位信息集合
     */"
246,SysPostServiceImpl_selectPostAll,"/**
     * 查询所有岗位
     * 
     * @return 岗位列表
     */"
247,SysPostServiceImpl_selectPostById,"/**
     * 通过岗位ID查询岗位信息
     * 
     * @param postId 岗位ID
     * @return 角色对象信息
     */"
248,SysPostServiceImpl_selectPostListByUserId,"/**
     * 根据用户ID获取岗位选择框列表
     * 
     * @param userId 用户ID
     * @return 选中岗位ID列表
     */"
249,SysPostServiceImpl_checkPostNameUnique,"/**
     * 校验岗位名称是否唯一
     * 
     * @param post 岗位信息
     * @return 结果
     */"
250,SysPostServiceImpl_checkPostCodeUnique,"/**
     * 校验岗位编码是否唯一
     * 
     * @param post 岗位信息
     * @return 结果
     */"
251,SysPostServiceImpl_countUserPostById,"/**
     * 通过岗位ID查询岗位使用数量
     * 
     * @param postId 岗位ID
     * @return 结果
     */"
252,SysPostServiceImpl_deletePostById,"/**
     * 删除岗位信息
     * 
     * @param postId 岗位ID
     * @return 结果
     */"
253,SysPostServiceImpl_deletePostByIds,"/**
     * 批量删除岗位信息
     * 
     * @param postIds 需要删除的岗位ID
     * @return 结果
     */"
254,SysPostServiceImpl_insertPost,"/**
     * 新增保存岗位信息
     * 
     * @param post 岗位信息
     * @return 结果
     */"
255,SysPostServiceImpl_updatePost,"/**
     * 修改保存岗位信息
     * 
     * @param post 岗位信息
     * @return 结果
     */"
256,SysDictTypeServiceImpl_init,"/**
     * 项目启动时，初始化字典到缓存
     */"
257,SysDictTypeServiceImpl_selectDictTypeList,"/**
     * 根据条件分页查询字典类型
     * 
     * @param dictType 字典类型信息
     * @return 字典类型集合信息
     */"
258,SysDictTypeServiceImpl_selectDictTypeAll,"/**
     * 根据所有字典类型
     * 
     * @return 字典类型集合信息
     */"
259,SysDictTypeServiceImpl_selectDictDataByType,"/**
     * 根据字典类型查询字典数据
     * 
     * @param dictType 字典类型
     * @return 字典数据集合信息
     */"
260,SysDictTypeServiceImpl_selectDictTypeById,"/**
     * 根据字典类型ID查询信息
     * 
     * @param dictId 字典类型ID
     * @return 字典类型
     */"
261,SysDictTypeServiceImpl_selectDictTypeByType,"/**
     * 根据字典类型查询信息
     * 
     * @param dictType 字典类型
     * @return 字典类型
     */"
262,SysDictTypeServiceImpl_deleteDictTypeByIds,"/**
     * 批量删除字典类型信息
     * 
     * @param dictIds 需要删除的字典ID
     */"
263,SysDictTypeServiceImpl_loadingDictCache,"/**
     * 加载字典缓存数据
     */"
264,SysDictTypeServiceImpl_clearDictCache,"/**
     * 清空字典缓存数据
     */"
265,SysDictTypeServiceImpl_resetDictCache,"/**
     * 重置字典缓存数据
     */"
266,SysDictTypeServiceImpl_insertDictType,"/**
     * 新增保存字典类型信息
     * 
     * @param dict 字典类型信息
     * @return 结果
     */"
267,SysDictTypeServiceImpl_updateDictType,"/**
     * 修改保存字典类型信息
     * 
     * @param dict 字典类型信息
     * @return 结果
     */"
268,SysDictTypeServiceImpl_checkDictTypeUnique,"/**
     * 校验字典类型称是否唯一
     * 
     * @param dict 字典类型
     * @return 结果
     */"
269,SysUserServiceImpl_selectUserList,"/**
     * 根据条件分页查询用户列表
     * 
     * @param user 用户信息
     * @return 用户信息集合信息
     */"
270,SysUserServiceImpl_selectAllocatedList,"/**
     * 根据条件分页查询已分配用户角色列表
     * 
     * @param user 用户信息
     * @return 用户信息集合信息
     */"
271,SysUserServiceImpl_selectUnallocatedList,"/**
     * 根据条件分页查询未分配用户角色列表
     * 
     * @param user 用户信息
     * @return 用户信息集合信息
     */"
272,SysUserServiceImpl_selectUserByUserName,"/**
     * 通过用户名查询用户
     * 
     * @param userName 用户名
     * @return 用户对象信息
     */"
273,SysUserServiceImpl_selectUserById,"/**
     * 通过用户ID查询用户
     * 
     * @param userId 用户ID
     * @return 用户对象信息
     */"
274,SysUserServiceImpl_selectUserRoleGroup,"/**
     * 查询用户所属角色组
     * 
     * @param userName 用户名
     * @return 结果
     */"
275,SysUserServiceImpl_selectUserPostGroup,"/**
     * 查询用户所属岗位组
     * 
     * @param userName 用户名
     * @return 结果
     */"
276,SysUserServiceImpl_checkUserNameUnique,"/**
     * 校验用户名称是否唯一
     * 
     * @param userName 用户名称
     * @return 结果
     */"
277,SysUserServiceImpl_checkPhoneUnique,"/**
     * 校验手机号码是否唯一
     *
     * @param user 用户信息
     * @return
     */"
278,SysUserServiceImpl_checkEmailUnique,"/**
     * 校验email是否唯一
     *
     * @param user 用户信息
     * @return
     */"
279,SysUserServiceImpl_checkUserAllowed,"/**
     * 校验用户是否允许操作
     * 
     * @param user 用户信息
     */"
280,SysUserServiceImpl_checkUserDataScope,"/**
     * 校验用户是否有数据权限
     * 
     * @param userId 用户id
     */"
281,SysUserServiceImpl_insertUser,"/**
     * 新增保存用户信息
     * 
     * @param user 用户信息
     * @return 结果
     */"
282,SysUserServiceImpl_registerUser,"/**
     * 注册用户信息
     * 
     * @param user 用户信息
     * @return 结果
     */"
283,SysUserServiceImpl_updateUser,"/**
     * 修改保存用户信息
     * 
     * @param user 用户信息
     * @return 结果
     */"
284,SysUserServiceImpl_insertUserAuth,"/**
     * 用户授权角色
     * 
     * @param userId 用户ID
     * @param roleIds 角色组
     */"
285,SysUserServiceImpl_updateUserStatus,"/**
     * 修改用户状态
     * 
     * @param user 用户信息
     * @return 结果
     */"
286,SysUserServiceImpl_updateUserProfile,"/**
     * 修改用户基本信息
     * 
     * @param user 用户信息
     * @return 结果
     */"
287,SysUserServiceImpl_updateUserAvatar,"/**
     * 修改用户头像
     * 
     * @param userName 用户名
     * @param avatar 头像地址
     * @return 结果
     */"
288,SysUserServiceImpl_resetPwd,"/**
     * 重置用户密码
     * 
     * @param user 用户信息
     * @return 结果
     */"
289,SysUserServiceImpl_resetUserPwd,"/**
     * 重置用户密码
     * 
     * @param userName 用户名
     * @param password 密码
     * @return 结果
     */"
290,SysUserServiceImpl_insertUserRole,"/**
     * 新增用户角色信息
     * 
     * @param userId 用户ID
     * @param roleIds 角色组
     */"
291,SysUserServiceImpl_insertUserPost,"/**
     * 新增用户岗位信息
     * 
     * @param user 用户对象
     */"
292,SysUserServiceImpl_deleteUserById,"/**
     * 通过用户ID删除用户
     * 
     * @param userId 用户ID
     * @return 结果
     */"
293,SysUserServiceImpl_deleteUserByIds,"/**
     * 批量删除用户信息
     * 
     * @param userIds 需要删除的用户ID
     * @return 结果
     */"
294,SysUserServiceImpl_importUser,"/**
     * 导入用户数据
     * 
     * @param userList 用户数据列表
     * @param isUpdateSupport 是否更新支持，如果已存在，则进行更新数据
     * @param operName 操作用户
     * @return 结果
     */"
295,SysAttachmentServiceImpl_selectSysAttachmentByAttachmentId,"/**
     * 查询附件
     * 
     * @param attachmentId 附件主键
     * @return 附件
     */"
296,SysAttachmentServiceImpl_selectSysAttachmentList,"/**
     * 查询附件列表
     * 
     * @param sysAttachment 附件
     * @return 附件
     */"
297,SysAttachmentServiceImpl_insertSysAttachment,"/**
     * 新增附件
     * 
     * @param sysAttachment 附件
     * @return 结果
     */"
298,SysAttachmentServiceImpl_updateSysAttachment,"/**
     * 修改附件
     * 
     * @param sysAttachment 附件
     * @return 结果
     */"
299,SysAttachmentServiceImpl_deleteSysAttachmentByAttachmentIds,"/**
     * 批量删除附件
     * 
     * @param attachmentIds 需要删除的附件主键
     * @return 结果
     */"
300,SysAttachmentServiceImpl_deleteSysAttachmentByAttachmentId,"/**
     * 删除附件信息
     * 
     * @param attachmentId 附件主键
     * @return 结果
     */"
301,SysUserOnlineServiceImpl_selectOnlineByIpaddr,"/**
     * 通过登录地址查询信息
     * 
     * @param ipaddr 登录地址
     * @param user 用户信息
     * @return 在线用户信息
     */"
302,SysUserOnlineServiceImpl_selectOnlineByUserName,"/**
     * 通过用户名称查询信息
     * 
     * @param userName 用户名称
     * @param user 用户信息
     * @return 在线用户信息
     */"
303,SysUserOnlineServiceImpl_selectOnlineByInfo,"/**
     * 通过登录地址/用户名称查询信息
     * 
     * @param ipaddr 登录地址
     * @param userName 用户名称
     * @param user 用户信息
     * @return 在线用户信息
     */"
304,SysUserOnlineServiceImpl_loginUserToUserOnline,"/**
     * 设置在线用户信息
     * 
     * @param user 用户信息
     * @return 在线用户
     */"
305,AutoCodeUtil_paddingStr,"/**
     * 根据编码规则的配置进行补齐操作
     * @param rule
     * @param sb
     * @return
     */"
306,PhoneUtils_isMobile,"/**
     * 判断是否是手机号
     *
     * @param tel 手机号
     * @return boolean true:是  false:否
     */"
307,PhoneUtils_isTel,"/**
     * 验证固定电话号码
     */"
308,LoginParams_validateCode,"/**
     * 验证验证码 是否正确 （目前都不需要验证码）
     *
     * @return 正确返回true  否则返回false
     */"
309,GenTableColumnServiceImpl_selectGenTableColumnListByTableId,"/**
     * 查询业务字段列表
     * 
     * @param tableId 业务字段编号
     * @return 业务字段集合
     */"
310,GenTableColumnServiceImpl_insertGenTableColumn,"/**
     * 新增业务字段
     * 
     * @param genTableColumn 业务字段信息
     * @return 结果
     */"
311,GenTableColumnServiceImpl_updateGenTableColumn,"/**
     * 修改业务字段
     * 
     * @param genTableColumn 业务字段信息
     * @return 结果
     */"
312,GenTableColumnServiceImpl_deleteGenTableColumnByIds,"/**
     * 删除业务字段对象
     * 
     * @param ids 需要删除的数据ID
     * @return 结果
     */"
313,GenTableServiceImpl_selectGenTableById,"/**
     * 查询业务信息
     * 
     * @param id 业务ID
     * @return 业务信息
     */"
314,GenTableServiceImpl_selectGenTableList,"/**
     * 查询业务列表
     * 
     * @param genTable 业务信息
     * @return 业务集合
     */"
315,GenTableServiceImpl_selectDbTableList,"/**
     * 查询据库列表
     * 
     * @param genTable 业务信息
     * @return 数据库表集合
     */"
316,GenTableServiceImpl_selectDbTableListByNames,"/**
     * 查询据库列表
     * 
     * @param tableNames 表名称组
     * @return 数据库表集合
     */"
317,GenTableServiceImpl_selectGenTableAll,"/**
     * 查询所有表信息
     * 
     * @return 表信息集合
     */"
318,GenTableServiceImpl_updateGenTable,"/**
     * 修改业务
     * 
     * @param genTable 业务信息
     * @return 结果
     */"
